APT_GROUP,APT_ICAO,DATE,PHASE,N_VALID,(-1e+09.-60],(-60.-55],(-55.-50],(-50.-45],(-45.-40],(-40.-35],(-35.-30],(-30.-25],(-25.-20],(-20.-15],(-15.-10],(-10.-5],(-5.0],(0.5],(5.10],(10.15],(15.20],(20.25],(25.30],(30.35],(35.40],(40.45],(45.50],(50.55],(55.60],(60.1e+09],EARLY_M15M05,EARLY_M05M00,LATE_P00P05,LATE_P05P15,WITHIN_M05P05,WITHIN_M15P15
CRCEA-SE,SBGL,2022-02,ARR,1721,5,0,2,3,2,7,9,35,104,214,269,271,208,204,111,72,49,33,19,15,10,8,8,6,4,53,0.313771063,0.120859965,0.118535735,0.106333527,0.2393957,0.659500291
CRCEA-SE,SBGL,2022-03,ARR,1790,3,3,2,0,5,5,15,30,69,190,297,296,250,208,110,75,45,29,41,15,17,9,9,6,5,56,0.331284916,0.139664804,0.116201117,0.103351955,0.255865922,0.690502793
CRCEA-SE,SBGL,2022-04,ARR,1264,5,0,0,0,2,6,12,30,62,117,184,188,182,141,82,62,33,32,23,20,9,13,10,4,5,42,0.294303797,0.143987342,0.111550633,0.113924051,0.255537975,0.663765823
CRCEA-SE,SBGL,2022-05,ARR,1322,0,0,0,2,4,7,15,22,56,106,161,201,172,169,96,75,64,46,32,23,16,11,7,6,1,30,0.273827534,0.1301059,0.127836611,0.12934947,0.257942511,0.661119516
CRCEA-SE,SBGL,2022-06,ARR,1269,1,1,1,2,5,11,16,24,63,141,189,192,152,150,77,58,39,33,13,16,13,9,6,5,4,48,0.300236407,0.119779354,0.11820331,0.106382979,0.237982664,0.644602049
CRCEA-SE,SBGL,2022-07,ARR,1447,1,0,0,0,3,4,12,36,73,109,188,191,213,192,88,83,50,46,33,23,16,11,15,2,10,48,0.261921216,0.147201106,0.132688321,0.118175536,0.279889426,0.659986178
CRCEA-SE,SBGL,2022-08,ARR,1426,0,0,0,1,1,7,18,37,89,80,182,187,208,178,117,87,52,41,28,28,14,18,8,8,2,35,0.258765778,0.145862553,0.124824684,0.143057504,0.270687237,0.672510519
CRCEA-SE,SBGL,2022-09,ARR,1444,0,0,1,2,3,9,16,31,88,115,191,211,177,173,107,64,55,36,24,29,24,16,16,7,5,44,0.278393352,0.122576177,0.119806094,0.118421053,0.242382271,0.639196676
CRCEA-SE,SBGL,2022-10,ARR,1530,0,0,4,4,13,13,18,31,49,109,187,218,209,182,101,90,69,38,31,27,25,20,17,8,8,59,0.264705882,0.136601307,0.118954248,0.124836601,0.255555556,0.645098039
CRCEA-SE,SBGL,2022-11,ARR,1545,1,0,2,10,10,25,26,30,70,89,161,198,185,170,102,85,54,55,45,36,36,18,10,16,13,98,0.23236246,0.1197411,0.110032362,0.121035599,0.229773463,0.583171521
CRCEA-SE,SBGL,2022-12,ARR,1832,29,0,0,4,5,10,7,23,35,123,151,192,193,227,137,114,105,86,59,59,40,33,34,14,16,136,0.187227074,0.105349345,0.123908297,0.137008734,0.229257642,0.55349345
CRCEA-SE,SBGR,2022-01,ARR,9578,10,9,14,30,50,97,211,450,768,1077,1289,1273,1038,879,517,353,307,232,188,134,99,83,64,52,38,316,0.267487993,0.108373356,0.091772813,0.090833159,0.200146168,0.558467321
CRCEA-SE,SBGR,2022-02,ARR,8023,15,5,12,22,45,108,225,451,902,1186,1301,1128,825,597,313,201,164,86,90,72,40,27,17,25,13,153,0.302754581,0.102829366,0.074411068,0.064065811,0.177240434,0.544060825
CRCEA-SE,SBGR,2022-03,ARR,8886,15,8,11,27,56,103,249,545,957,1281,1375,1188,880,691,364,260,183,136,86,84,56,52,28,27,24,200,0.28843124,0.099032185,0.077762773,0.070222822,0.176794958,0.535449021
CRCEA-SE,SBGR,2022-04,ARR,8150,10,8,13,17,47,103,264,565,912,1244,1259,1057,776,570,301,231,183,104,95,61,47,26,35,27,27,168,0.284171779,0.095214724,0.06993865,0.065276074,0.165153374,0.514601227
CRCEA-SE,SBGR,2022-05,ARR,8796,7,11,12,28,57,101,213,461,918,1182,1448,1245,898,705,383,268,165,140,109,72,58,37,31,20,25,202,0.306161892,0.10209186,0.080150068,0.074010914,0.182241928,0.562414734
CRCEA-SE,SBGR,2022-06,ARR,8568,3,4,8,17,38,71,162,373,754,1180,1447,1306,938,693,366,251,175,124,110,71,59,43,40,42,33,260,0.321311858,0.109477124,0.080882353,0.072012138,0.190359477,0.583683473
CRCEA-SE,SBGR,2022-07,ARR,10338,17,4,4,21,32,72,147,330,692,1325,1659,1603,1243,1032,519,375,236,181,140,108,83,76,64,40,26,309,0.31553492,0.120236022,0.099825885,0.086477075,0.220061908,0.622073902
CRCEA-SE,SBGR,2022-08,ARR,10196,30,10,15,29,50,91,164,374,744,1201,1596,1495,1206,989,558,405,262,186,143,129,81,52,59,32,39,256,0.303158101,0.118281679,0.096998823,0.094448803,0.215280502,0.612887407
CRCEA-SE,SBGR,2022-09,ARR,9722,8,5,7,27,33,67,150,311,757,1244,1570,1562,1143,913,462,362,226,184,134,91,81,63,30,34,28,230,0.322155935,0.117568402,0.093910718,0.084756223,0.21147912,0.618391278
CRCEA-SE,SBGR,2022-10,ARR,10017,11,3,21,31,42,91,151,331,676,1160,1532,1522,1194,929,571,363,276,201,170,147,98,73,46,45,39,294,0.304881701,0.119197364,0.092742338,0.093241489,0.211939703,0.610062893
CRCEA-SE,SBGR,2022-11,ARR,9729,10,5,19,40,64,122,222,413,717,1068,1345,1327,1055,897,555,382,275,235,172,128,119,78,66,51,44,320,0.27464282,0.108438688,0.092198582,0.096310001,0.20063727,0.571590091
CRCEA-SE,SBGR,2022-12,ARR,10721,7,2,10,12,38,75,175,354,752,1229,1505,1420,1176,1035,646,472,351,258,230,152,136,103,69,63,59,392,0.272829027,0.10969126,0.096539502,0.104281317,0.206230762,0.583341106
CRCEA-SE,SBKP,2022-01,ARR,3964,19,4,5,10,15,18,34,89,191,365,570,622,476,455,234,174,117,113,76,70,41,26,30,19,20,171,0.300706357,0.120080727,0.114783047,0.102926337,0.234863774,0.638496468
CRCEA-SE,SBKP,2022-02,ARR,4061,19,3,4,12,6,31,67,154,368,596,729,700,453,334,150,77,57,36,30,24,20,16,22,9,16,128,0.351883772,0.11154888,0.082245752,0.055897562,0.193794632,0.601575967
CRCEA-SE,SBKP,2022-03,ARR,4796,27,5,4,7,14,34,48,136,377,683,844,883,594,395,190,112,78,59,33,33,29,11,11,15,11,163,0.360091743,0.123853211,0.0823603,0.062969141,0.206213511,0.629274395
CRCEA-SE,SBKP,2022-04,ARR,4877,17,5,6,16,23,25,47,148,337,720,865,886,634,417,192,106,83,54,39,41,26,20,9,15,15,131,0.359032192,0.12999795,0.085503383,0.061103137,0.215501333,0.635636662
CRCEA-SE,SBKP,2022-05,ARR,5380,17,7,13,5,13,32,44,141,337,647,877,923,689,508,229,163,114,100,81,57,47,34,26,35,16,225,0.334572491,0.128066914,0.094423792,0.072862454,0.222490706,0.629925651
CRCEA-SE,SBKP,2022-06,ARR,4677,28,6,10,16,23,18,61,128,335,678,834,706,578,432,187,138,87,68,42,40,26,25,19,22,21,149,0.3292709,0.123583494,0.092366902,0.069488989,0.215950396,0.614710284
CRCEA-SE,SBKP,2022-07,ARR,5186,30,2,5,15,10,21,48,114,365,680,881,869,674,532,224,150,93,99,50,43,32,31,26,20,16,156,0.337446973,0.129965291,0.10258388,0.072117239,0.232549171,0.642113382
CRCEA-SE,SBKP,2022-08,ARR,5384,33,4,7,13,19,47,84,239,478,721,892,778,635,473,248,172,119,90,56,40,39,24,28,19,8,118,0.310178306,0.117942051,0.087852897,0.078008915,0.205794948,0.593982169
CRCEA-SE,SBKP,2022-09,ARR,5326,26,5,11,18,21,39,77,215,461,753,852,787,581,452,244,166,123,78,65,50,36,30,23,24,19,170,0.307735637,0.109087495,0.084866692,0.076980849,0.193954187,0.578670672
CRCEA-SE,SBKP,2022-10,ARR,5494,28,4,3,11,18,30,78,209,444,772,956,794,592,447,253,172,139,100,70,51,53,26,23,26,24,171,0.318529305,0.107753913,0.081361485,0.077357117,0.189115399,0.58500182
CRCEA-SE,SBKP,2022-11,ARR,5299,27,2,4,9,15,15,46,136,376,666,982,855,628,515,248,166,128,89,61,44,36,34,27,25,15,150,0.346669183,0.118512927,0.097188149,0.078127949,0.215701076,0.640498207
CRCEA-SE,SBKP,2022-12,ARR,5425,30,2,4,8,13,19,39,95,295,564,792,819,663,578,298,244,180,136,101,73,56,63,47,35,29,242,0.296958525,0.122211982,0.106543779,0.099907834,0.22875576,0.62562212
CINDACTA III,SBMO,2022-01,ARR,971,0,0,0,0,1,5,16,14,12,43,97,156,162,157,90,59,39,28,16,14,9,12,11,4,4,22,0.260556128,0.166838311,0.16168898,0.153450051,0.328527291,0.742533471
CINDACTA III,SBMO,2022-02,ARR,691,0,0,0,1,0,3,2,8,15,53,117,156,132,99,48,18,10,15,1,4,0,1,2,0,0,6,0.395079595,0.191027496,0.143270622,0.095513748,0.334298119,0.824891462
CINDACTA III,SBMO,2022-03,ARR,762,0,0,0,0,0,0,1,5,18,56,126,152,150,99,50,34,24,10,12,5,2,3,0,2,3,10,0.364829396,0.196850394,0.12992126,0.11023622,0.326771654,0.80183727
CINDACTA III,SBMO,2022-04,ARR,627,0,0,0,0,1,0,1,5,7,33,82,155,102,109,43,22,21,11,11,7,3,3,0,0,0,11,0.377990431,0.162679426,0.1738437,0.103668262,0.336523126,0.818181818
CINDACTA III,SBMO,2022-05,ARR,602,0,0,0,0,0,0,3,5,18,32,90,115,93,95,48,32,22,8,7,10,5,2,2,2,6,7,0.340531561,0.15448505,0.157807309,0.132890365,0.312292359,0.785714286
CINDACTA III,SBMO,2022-06,ARR,593,0,0,0,0,0,1,1,3,16,38,72,126,120,87,46,21,15,10,8,4,4,2,3,2,2,12,0.333895447,0.202360877,0.146711636,0.112984823,0.349072513,0.795952782
CINDACTA III,SBMO,2022-07,ARR,814,3,1,0,0,0,0,2,5,27,54,85,155,178,98,66,39,22,18,15,13,5,9,2,1,5,11,0.294840295,0.218673219,0.12039312,0.128992629,0.339066339,0.762899263
CINDACTA III,SBMO,2022-08,ARR,718,0,0,0,0,0,0,2,4,13,48,82,145,125,110,63,38,22,14,11,6,7,1,4,5,2,16,0.316155989,0.174094708,0.153203343,0.140668524,0.32729805,0.784122563
CINDACTA III,SBMO,2022-09,ARR,656,0,0,1,0,0,0,0,5,8,43,99,138,116,82,41,34,22,16,14,8,9,4,0,1,3,12,0.361280488,0.176829268,0.125,0.114329268,0.301829268,0.777439024
CINDACTA III,SBMO,2022-10,ARR,711,0,0,0,0,0,0,1,4,21,45,108,130,138,85,43,31,18,15,16,13,13,10,1,5,4,10,0.334739803,0.194092827,0.11954993,0.104078762,0.313642757,0.752461322
CINDACTA III,SBMO,2022-11,ARR,615,0,0,0,0,0,1,1,0,10,31,70,104,88,93,56,42,30,13,16,6,9,7,8,9,3,18,0.282926829,0.143089431,0.151219512,0.159349593,0.294308943,0.736585366
CINDACTA III,SBMO,2022-12,ARR,778,0,0,0,0,0,1,2,2,15,41,85,131,96,132,73,38,42,24,18,14,9,13,12,5,5,20,0.277634961,0.123393316,0.16966581,0.142673522,0.293059126,0.713367609
CINDACTA II,SBPA,2022-01,ARR,2251,0,0,2,1,0,8,23,56,132,335,407,399,288,197,103,62,50,40,26,20,18,13,7,15,6,43,0.358063083,0.127943136,0.087516659,0.073300755,0.215459796,0.646823634
CINDACTA II,SBPA,2022-02,ARR,1794,0,0,0,0,1,5,15,46,145,297,382,322,227,137,69,48,29,16,8,5,5,9,5,2,2,19,0.392419175,0.126532887,0.076365663,0.065217391,0.202898551,0.660535117
CINDACTA II,SBPA,2022-03,ARR,2102,1,0,0,0,1,5,17,59,139,334,439,451,236,155,70,45,30,24,18,15,13,9,1,6,0,34,0.42340628,0.112274025,0.073739296,0.0547098,0.186013321,0.664129401
CINDACTA II,SBPA,2022-04,ARR,2171,0,0,0,0,0,1,7,25,85,201,407,457,324,232,100,88,50,48,34,15,12,9,9,8,6,53,0.397973284,0.149239982,0.106863197,0.086596039,0.256103178,0.740672501
CINDACTA II,SBPA,2022-05,ARR,2435,0,0,0,0,0,1,8,18,74,208,424,467,397,290,140,99,66,49,38,27,21,15,8,10,7,68,0.365913758,0.163039014,0.119096509,0.098151951,0.282135524,0.746201232
CINDACTA II,SBPA,2022-06,ARR,2298,0,0,0,0,1,1,5,16,67,190,322,456,398,337,181,104,58,48,26,16,13,11,11,8,5,24,0.338555265,0.173194082,0.14664926,0.124020888,0.319843342,0.782419495
CINDACTA II,SBPA,2022-07,ARR,2490,0,0,4,2,2,6,10,31,78,188,330,471,400,317,191,141,94,68,30,33,16,8,11,8,7,44,0.321686747,0.16064257,0.127309237,0.133333333,0.287951807,0.742971888
CINDACTA II,SBPA,2022-08,ARR,2310,0,0,0,1,4,5,14,31,81,163,319,408,349,306,171,119,96,63,41,39,25,14,9,8,7,37,0.314718615,0.151082251,0.132467532,0.125541126,0.283549784,0.723809524
CINDACTA II,SBPA,2022-09,ARR,2216,1,0,0,2,4,3,6,27,86,161,280,370,354,334,161,112,78,56,45,34,20,12,8,9,8,45,0.2933213,0.159747292,0.150722022,0.123194946,0.310469314,0.72698556
CINDACTA II,SBPA,2022-10,ARR,2301,0,0,0,0,2,5,10,20,81,190,365,424,333,274,149,112,68,51,38,33,28,21,20,12,5,60,0.342894394,0.144719687,0.119078661,0.113428944,0.263798349,0.720121686
CINDACTA II,SBPA,2022-11,ARR,2362,0,0,1,0,1,2,4,15,58,176,315,392,329,263,174,136,110,82,60,42,42,32,23,16,11,78,0.299322608,0.139288738,0.111346317,0.131244708,0.250635055,0.681202371
CINDACTA II,SBPA,2022-12,ARR,2469,0,0,0,0,1,1,9,23,69,168,303,375,320,336,185,138,126,87,66,51,31,26,37,15,14,88,0.274605103,0.129607128,0.136087485,0.130822195,0.265694613,0.671121912
CINDACTA III,SBPS,2022-01,ARR,905,0,0,0,2,2,7,10,17,39,90,125,125,131,113,78,47,29,19,16,5,9,5,8,1,2,25,0.276243094,0.144751381,0.124861878,0.138121547,0.26961326,0.683977901
CINDACTA III,SBPS,2022-02,ARR,550,0,0,0,0,0,0,1,7,21,61,85,125,106,59,27,18,8,5,4,3,3,0,0,0,0,17,0.381818182,0.192727273,0.107272727,0.081818182,0.3,0.763636364
CINDACTA III,SBPS,2022-03,ARR,609,0,0,0,0,0,0,0,6,26,58,108,107,106,89,36,26,14,4,7,3,3,2,1,0,3,10,0.353037767,0.174055829,0.146141215,0.10180624,0.320197044,0.775041051
CINDACTA III,SBPS,2022-04,ARR,520,0,0,0,0,1,0,1,8,14,48,86,115,104,62,33,9,9,4,6,4,4,1,1,2,0,8,0.386538462,0.2,0.119230769,0.080769231,0.319230769,0.786538462
CINDACTA III,SBPS,2022-05,ARR,477,0,0,0,0,1,2,0,3,10,49,87,128,80,54,10,13,8,8,6,5,3,0,0,2,3,5,0.450733753,0.167714885,0.113207547,0.048218029,0.280922432,0.779874214
CINDACTA III,SBPS,2022-06,ARR,485,0,0,0,0,0,1,3,6,26,51,114,92,75,48,22,10,11,4,6,1,4,1,0,1,0,9,0.424742268,0.154639175,0.098969072,0.065979381,0.253608247,0.744329897
CINDACTA III,SBPS,2022-07,ARR,882,3,2,0,3,6,17,33,43,61,99,133,146,117,83,45,26,18,11,6,6,5,3,3,3,1,9,0.316326531,0.132653061,0.094104308,0.080498866,0.22675737,0.623582766
CINDACTA III,SBPS,2022-08,ARR,569,0,1,1,0,0,3,3,11,15,48,88,121,108,65,30,19,14,16,11,5,3,2,0,1,0,4,0.367311072,0.189806678,0.114235501,0.086115993,0.304042179,0.757469244
CINDACTA III,SBPS,2022-09,ARR,535,0,0,0,0,0,9,17,10,42,48,79,88,71,63,26,16,15,5,9,9,5,3,1,2,1,16,0.312149533,0.13271028,0.117757009,0.078504673,0.25046729,0.641121495
CINDACTA III,SBPS,2022-10,ARR,619,0,0,0,0,2,3,12,16,19,58,109,125,94,54,46,23,13,9,5,8,3,2,2,1,0,15,0.378029079,0.151857835,0.08723748,0.111470113,0.239095315,0.728594507
CINDACTA III,SBPS,2022-11,ARR,596,0,0,0,0,0,1,5,13,29,55,71,89,82,70,44,31,25,11,15,11,8,5,5,6,2,18,0.268456376,0.137583893,0.117449664,0.125838926,0.255033557,0.649328859
CINDACTA III,SBPS,2022-12,ARR,783,0,0,0,0,0,1,3,17,30,65,91,101,122,83,52,57,30,21,17,18,11,4,7,10,5,38,0.245210728,0.155810983,0.106002554,0.139208174,0.261813538,0.646232439
CINDACTA III,SBRF,2022-01,ARR,3251,0,0,0,0,0,3,3,9,43,145,342,457,522,554,325,218,164,108,82,66,48,32,16,20,17,77,0.245770532,0.16056598,0.170409105,0.167025531,0.330975085,0.743771147
CINDACTA III,SBRF,2022-02,ARR,2632,0,0,0,0,2,1,1,10,47,183,338,520,477,414,231,132,92,60,28,18,13,11,12,2,3,37,0.325987842,0.181231003,0.157294833,0.137917933,0.338525836,0.802431611
CINDACTA III,SBRF,2022-03,ARR,3167,0,0,0,0,0,4,5,14,72,225,437,552,548,504,241,164,120,66,50,32,30,18,10,9,7,59,0.312282918,0.173034417,0.159141143,0.127881276,0.33217556,0.772339754
CINDACTA III,SBRF,2022-04,ARR,2928,0,0,0,0,0,0,0,10,68,198,405,518,548,451,246,140,95,67,49,21,29,15,13,9,5,41,0.31523224,0.18715847,0.154030055,0.131830601,0.341188525,0.788251366
CINDACTA III,SBRF,2022-05,ARR,3121,0,0,0,0,1,0,3,15,81,196,398,511,490,471,303,169,127,95,64,36,28,32,14,12,8,67,0.291252804,0.157000961,0.150913169,0.151233579,0.30791413,0.750400513
CINDACTA III,SBRF,2022-06,ARR,2893,0,0,0,0,0,0,0,15,54,184,391,485,491,452,238,146,105,86,48,38,31,30,18,7,14,60,0.302799862,0.169720014,0.156239198,0.132734186,0.325959212,0.76149326
CINDACTA III,SBRF,2022-07,ARR,3318,0,0,0,1,2,1,5,14,69,216,412,621,602,531,274,164,109,75,56,42,19,22,15,14,8,46,0.311332128,0.181434599,0.160036166,0.132007233,0.341470766,0.784810127
CINDACTA III,SBRF,2022-08,ARR,3013,5,1,0,1,0,3,2,12,41,161,323,479,490,527,278,227,141,79,62,42,31,21,18,5,13,51,0.266179887,0.162628609,0.174908729,0.167607036,0.337537338,0.771324262
CINDACTA III,SBRF,2022-09,ARR,2818,1,0,2,0,3,4,10,16,50,161,328,475,472,455,276,173,110,70,49,31,25,16,20,10,15,46,0.284953868,0.167494677,0.16146203,0.15933286,0.328956707,0.773243435
CINDACTA III,SBRF,2022-10,ARR,2908,1,0,0,1,2,2,6,30,86,199,430,508,494,418,215,135,90,57,40,35,30,21,18,14,13,63,0.322558459,0.169876204,0.143741403,0.120357634,0.313617607,0.7565337
CINDACTA III,SBRF,2022-11,ARR,2626,0,0,0,1,1,4,7,32,80,163,294,427,411,363,201,144,122,66,63,40,34,18,21,20,16,98,0.274562072,0.156511805,0.138233054,0.131378522,0.294744859,0.700685453
CINDACTA III,SBRF,2022-12,ARR,3084,0,0,0,0,0,5,21,46,114,242,386,457,464,422,223,163,105,94,64,35,41,42,26,25,16,93,0.273346304,0.150453956,0.136835279,0.125162127,0.287289235,0.685797665
CRCEA-SE,SBRJ,2022-01,ARR,3051,0,0,0,0,1,2,9,41,142,326,546,504,429,386,180,109,98,57,49,32,27,21,9,14,10,59,0.344149459,0.140609636,0.126515896,0.094723042,0.267125533,0.705998033
CRCEA-SE,SBRJ,2022-02,ARR,2711,0,0,0,0,0,1,2,27,161,339,597,554,420,261,129,73,43,35,15,13,5,8,5,3,4,16,0.424566581,0.154924382,0.096274437,0.07451125,0.25119882,0.750276651
CRCEA-SE,SBRJ,2022-03,ARR,3333,0,0,0,0,0,1,4,18,110,367,641,642,542,414,192,141,75,47,29,24,15,10,6,6,10,39,0.384938494,0.162616262,0.124212421,0.099909991,0.286828683,0.771677168
CRCEA-SE,SBRJ,2022-04,ARR,3730,0,0,0,0,1,0,3,29,141,381,646,724,563,514,216,154,90,75,40,36,29,13,15,11,7,42,0.367292225,0.150938338,0.137801609,0.09919571,0.288739946,0.755227882
CRCEA-SE,SBRJ,2022-05,ARR,4191,0,0,0,0,1,2,4,36,164,473,742,833,599,553,259,149,94,76,32,35,28,20,15,9,10,57,0.375805297,0.142925316,0.131949415,0.097351467,0.274874732,0.748031496
CRCEA-SE,SBRJ,2022-06,ARR,3876,0,0,0,0,1,1,5,43,165,467,730,756,615,435,208,148,97,49,40,30,13,12,9,9,8,35,0.383384933,0.158668731,0.112229102,0.091847265,0.270897833,0.746130031
CRCEA-SE,SBRJ,2022-07,ARR,4303,0,0,0,0,0,2,1,18,116,379,745,782,693,580,301,213,121,96,60,45,34,15,15,14,12,61,0.354868696,0.16105043,0.134789682,0.119451545,0.295840112,0.770160353
CRCEA-SE,SBRJ,2022-08,ARR,4294,0,0,0,0,0,0,7,33,139,449,690,747,645,571,280,213,128,102,79,38,29,31,25,13,8,67,0.334653004,0.150209595,0.132976246,0.114811365,0.283185841,0.73265021
CRCEA-SE,SBRJ,2022-09,ARR,4203,0,0,0,0,0,0,7,28,148,360,647,712,604,561,298,211,160,102,58,47,50,38,30,18,15,109,0.323340471,0.143706876,0.133476089,0.121103973,0.277182965,0.721627409
CRCEA-SE,SBRJ,2022-10,ARR,4453,0,0,0,0,0,1,8,35,116,398,658,780,649,588,331,212,154,116,98,64,50,41,25,20,17,92,0.322928363,0.145744442,0.132045812,0.121940265,0.277790254,0.722658882
CRCEA-SE,SBRJ,2022-11,ARR,4486,0,0,0,0,2,0,7,33,94,284,521,631,608,611,358,292,213,158,133,95,95,61,54,39,35,162,0.25679893,0.135532769,0.136201516,0.14489523,0.271734284,0.673428444
CRCEA-SE,SBRJ,2022-12,ARR,4596,0,0,1,2,2,3,7,40,73,227,537,610,643,612,364,302,218,182,130,100,78,87,39,54,47,238,0.249564839,0.139904265,0.133159269,0.144908616,0.273063534,0.667536989
CRCEA-SE,SBSP,2022-01,ARR,5253,2,0,0,0,0,3,20,93,310,644,914,919,681,545,280,185,167,105,74,60,48,38,27,22,18,98,0.348943461,0.129640206,0.103750238,0.088520845,0.233390444,0.67085475
CRCEA-SE,SBSP,2022-02,ARR,4065,1,0,0,0,0,3,18,70,330,630,979,848,460,328,138,81,60,25,13,7,9,6,7,3,1,48,0.449446494,0.113161132,0.080688807,0.053874539,0.193849938,0.697170972
CRCEA-SE,SBSP,2022-03,ARR,4585,0,0,0,0,0,3,10,66,288,621,904,914,675,456,227,137,74,50,44,31,19,7,5,6,7,41,0.39651036,0.147219193,0.099454744,0.079389313,0.246673937,0.72257361
CRCEA-SE,SBSP,2022-04,ARR,5423,0,0,0,1,0,3,10,78,293,670,1091,976,801,598,297,183,127,71,60,32,18,18,16,10,6,64,0.381154343,0.147704223,0.110271068,0.088511894,0.25797529,0.727641527
CRCEA-SE,SBSP,2022-05,ARR,6345,0,0,0,0,0,0,9,67,241,683,1138,1168,1022,744,407,242,174,103,74,50,39,23,25,16,8,112,0.363435776,0.16107171,0.117257683,0.102285264,0.278329393,0.744050433
CRCEA-SE,SBSP,2022-06,ARR,5921,0,0,0,0,0,1,5,58,275,662,1123,1245,971,631,319,209,110,60,66,43,26,23,11,11,6,66,0.399932444,0.163992569,0.106569836,0.089174126,0.270562405,0.759668975
CRCEA-SE,SBSP,2022-07,ARR,6589,0,0,0,0,1,0,7,39,196,589,1046,1265,1048,885,451,293,215,134,97,65,54,42,21,23,10,108,0.350736075,0.159052967,0.134314767,0.112915465,0.293367734,0.757019275
CRCEA-SE,SBSP,2022-08,ARR,6351,1,0,0,0,0,1,13,47,192,563,928,1010,962,828,497,348,228,177,137,100,70,52,41,34,20,102,0.305148795,0.151472209,0.13037317,0.133049913,0.281845379,0.720044088
CRCEA-SE,SBSP,2022-09,ARR,6061,0,0,0,0,0,2,6,51,199,592,922,1061,817,778,483,303,219,133,109,71,66,55,25,23,17,129,0.327173734,0.134796238,0.128361656,0.129681571,0.263157895,0.720013199
CRCEA-SE,SBSP,2022-10,ARR,6501,0,0,0,0,0,2,7,51,201,596,968,1084,897,884,458,322,263,160,135,98,77,46,44,35,29,144,0.315643747,0.137978772,0.13597908,0.119981541,0.273957853,0.709583141
CRCEA-SE,SBSP,2022-11,ARR,6999,4,0,0,0,1,2,13,58,187,470,749,924,918,821,525,422,348,292,222,160,152,112,99,82,83,355,0.239034148,0.131161595,0.117302472,0.135305044,0.248464066,0.622803258
CRCEA-SE,SBSP,2022-12,ARR,7360,0,0,0,0,0,2,8,61,190,472,891,1000,901,873,573,450,355,271,237,198,127,141,87,92,50,381,0.256929348,0.122418478,0.11861413,0.138994565,0.241032609,0.636956522
CINDACTA III,SBSV,2022-01,ARR,2657,0,0,0,0,0,0,6,36,94,244,402,456,410,346,197,150,82,56,44,18,20,10,13,9,2,62,0.322920587,0.154309371,0.130222055,0.130598419,0.284531426,0.738050433
CINDACTA III,SBSV,2022-02,ARR,2057,13,1,2,4,3,0,12,38,114,306,414,365,310,202,94,53,32,9,15,12,6,3,6,3,2,38,0.378706855,0.15070491,0.098201264,0.071463296,0.248906174,0.699076325
CINDACTA III,SBSV,2022-03,ARR,2369,0,0,0,0,0,1,9,48,140,297,462,458,334,247,118,66,54,39,18,14,9,7,6,6,5,31,0.388349515,0.140987759,0.104263402,0.077669903,0.245251161,0.711270578
CINDACTA III,SBSV,2022-04,ARR,2152,0,0,0,0,2,3,3,24,124,253,421,409,293,226,134,75,50,29,28,18,14,3,2,6,6,29,0.385687732,0.136152416,0.105018587,0.097118959,0.241171004,0.723977695
CINDACTA III,SBSV,2022-05,ARR,2061,13,0,0,1,1,2,8,27,136,246,410,358,290,195,128,72,45,30,15,12,13,6,6,10,5,32,0.372634643,0.140708394,0.094614265,0.097040272,0.235322659,0.704997574
CINDACTA III,SBSV,2022-06,ARR,1991,2,0,1,0,1,4,4,23,127,256,379,368,281,207,113,65,41,18,20,15,9,13,3,7,3,31,0.375188348,0.141135108,0.103967855,0.08940231,0.245102963,0.709693621
CINDACTA III,SBSV,2022-07,ARR,2291,5,0,0,1,1,2,9,37,126,256,388,402,347,255,125,95,57,34,26,18,23,12,10,8,7,47,0.344827586,0.151462244,0.111305107,0.096027935,0.262767351,0.703622872
CINDACTA III,SBSV,2022-08,ARR,2048,0,0,0,0,1,4,6,22,97,228,348,383,279,252,131,69,72,43,24,24,15,12,7,4,2,25,0.356933594,0.136230469,0.123046875,0.09765625,0.259277344,0.713867188
CINDACTA III,SBSV,2022-09,ARR,1927,0,1,1,5,3,5,13,36,90,200,354,356,257,185,121,72,61,40,35,11,18,7,7,5,4,40,0.368448365,0.133367929,0.096004152,0.100155682,0.229372081,0.697976129
CINDACTA III,SBSV,2022-10,ARR,1953,2,0,0,0,2,7,12,29,94,226,358,300,261,196,114,81,54,48,36,35,10,10,6,11,5,56,0.336917563,0.133640553,0.100358423,0.09984639,0.233998976,0.670762929
CINDACTA III,SBSV,2022-11,ARR,2054,25,0,0,0,0,1,6,14,59,126,202,264,282,286,165,119,113,82,58,44,38,27,17,20,14,92,0.226874391,0.137293087,0.139240506,0.138266796,0.276533593,0.641674781
CINDACTA III,SBSV,2022-12,ARR,2381,13,0,0,5,3,6,11,32,88,175,291,301,297,289,157,160,115,88,62,52,38,25,20,19,20,114,0.248635027,0.124737505,0.121377572,0.133137337,0.246115078,0.627887442
CINDACTA IV,SBBE,2022-01,DEP,1332,1,0,0,0,0,3,0,2,2,8,46,223,311,244,125,79,68,36,35,24,22,17,13,9,11,53,0.201951952,0.233483483,0.183183183,0.153153153,0.416666667,0.771771772
